id_oblig,id_cli,cod_prod,vr_aprobado,vr_desembolsado,sdo_capital,vr_cuota,fec_desembolso,fec_venc,dias_mora_act,num_cuotas_pend,calif_riesgo
7207,27,CR022,7536.98,7031.1,3517.51,351.56,2024-08-06,2025-08-06,52,0,ALTO
7208,5081,CR010,8416.54,8416.54,1312.17,420.83,2023-04-04,2024-04-04,0,0,MEDIO
7209,7317,CR009,756.24,756.24,582.69,12.6,2025-02-10,2030-02-10,18,42,ALTO
7210,7639,CR001,19602.65,19602.65,10561.7,326.71,2024-09-09,2029-09-09,0,37,MEDIO
7211,7476,CR011,40383.58,40383.58,24680.83,2019.18,2021-07-17,2022-07-17,0,0,BAJO
7212,9782,CR017,4687.72,4687.72,2664.28,234.39,2026-02-05,2027-02-05,0,6,BAJO
7213,1734,CR024,2313.42,2313.42,232.91,115.67,2017-04-01,2018-04-01,0,0,MEDIO
7214,2461,CR025,1798.27,1798.27,1212.86,89.91,2023-02-22,2024-02-22,0,0,ALTO
7215,5354,CR012,9192.36,9192.36,844.59,459.62,2022-09-17,2023-09-17,0,0,MEDIO
7216,914,CR016,2406.58,2406.58,162.02,120.33,2025-08-14,2026-08-14,0,0,ALTO
7217,2961,CR006,2070.28,2070.28,930.39,24.65,2023-09-07,2030-09-07,0,49,ALTO
7218,2856,CR004,95305.06,95305.06,65756.71,3971.04,2021-01-07,2023-01-07,0,0,BAJO
7219,3508,CR010,5550.95,5550.95,2937.78,277.55,2023-05-29,2024-05-29,0,0,MEDIO
7220,6022,CR013,2841.84,2841.84,506.77,142.09,2021-02-17,2022-02-17,0,0,ALTO
7221,5344,CR020,8394.53,8394.53,2289.54,419.73,2024-05-25,2025-05-25,0,0,BAJO
7222,4892,CR016,15467.19,15467.19,3046.69,773.36,2025-11-15,2026-11-15,0,3,BAJO
7223,7404,CR025,5333.85,5333.85,1936.54,266.69,2025-09-24,2026-09-24,0,1,MEDIO
7224,4786,CR025,1163.69,1163.69,732.81,58.18,2023-04-17,2024-04-17,146,0,CRITICO
7225,5868,CR022,849.54,849.54,399.75,42.48,2025-02-01,2026-02-01,0,0,ALTO
7226,5986,CR002,2283.4,2283.4,593.77,31.71,2026-01-03,2032-01-03,0,65,ALTO
7227,5524,CR003,6491.53,6491.53,993.28,135.24,2026-07-18,2030-07-18,0,47,MEDIO
7228,5430,CR014,37576.99,37576.99,12529.22,1878.85,2019-06-17,2020-06-17,0,0,BAJO
7229,8185,CR020,907.09,907.09,573.73,45.35,2025-02-20,2026-02-20,0,0,ALTO
7230,6512,CR014,2598.15,2598.15,1118.28,129.91,2026-01-01,2027-01-01,0,5,ALTO
7231,3008,CR017,15569.21,15569.21,9688.24,778.46,2024-11-11,2025-11-11,0,0,BAJO
7232,5411,CR001,4365.16,4365.16,2230.2,72.75,2025-04-01,2030-04-01,0,44,MEDIO
7233,2958,CR011,4223.47,4223.47,764.1,211.17,2020-09-04,2021-09-04,0,0,MEDIO
7234,4616,CR009,3649.73,3649.73,1583.67,60.83,2019-12-21,2024-12-21,13,0,
7235,1572,CR010,6580.46,6580.46,781.15,329.02,2026-03-19,2027-03-19,0,7,MEDIO
7236,1599,CR005,15093.88,12866.05,7688.69,153.17,2026-01-16,2033-01-16,0,77,MEDIO
7237,8949,CR011,4565.23,4565.23,3185.49,228.26,2021-07-18,2022-07-18,0,0,MEDIO
7238,4806,CR019,5654.63,5654.63,1756.25,282.73,2021-09-21,2022-09-21,0,0,MEDIO
7239,5705,CR025,32902.57,32902.57,15220.51,1645.13,2019-11-25,2020-11-25,0,0,BAJO
7240,7758,CR021,6077.3,6077.3,505.15,303.87,2020-02-26,2021-02-26,0,0,MEDIO
7241,8982,CR003,34896.19,34896.19,21796.5,727.0,2026-07-03,2030-07-03,0,47,BAJO
7242,2008,CR003,1792.09,1792.09,1232.88,37.34,2021-08-09,2025-08-09,0,0,ALTO
7243,9250,CR018,5660.96,5660.96,295.46,283.05,2018-09-26,2019-09-26,0,0,MEDIO
7244,5280,CR020,1578.26,1578.26,614.28,78.91,2020-10-13,2021-10-13,0,0,MEDIO
7245,4411,CR002,20839.96,20839.96,13179.33,289.44,2025-12-30,2031-12-30,0,64,BAJO
7246,3407,CR009,4599.86,3992.43,466.15,66.54,2026-01-30,2031-01-30,0,53,MEDIO
7247,4911,CR006,5250.43,5250.43,3713.69,62.51,2023-07-22,2030-07-22,0,47,MEDIO
7248,3064,CR018,5763.1,4961.47,1979.18,248.07,2025-10-03,2026-10-03,0,2,MEDIO
7249,7258,CR006,1959.94,1959.94,589.84,23.33,2023-12-18,2030-12-18,0,52,
7250,1980,CR020,20963.13,20963.13,11660.35,1048.16,2019-12-29,2020-12-29,25,0,MEDIO
7251,37,CR015,8798.79,8798.79,635.47,439.94,2022-11-20,2023-11-20,0,0,MEDIO
7252,6586,CR003,47245.64,47245.64,29307.86,984.28,2023-01-01,2027-01-01,0,5,BAJO
7253,1648,CR006,17257.19,17257.19,11836.26,205.44,2026-08-08,2033-08-08,0,84,BAJO
7254,5131,CR025,1634.21,1634.21,277.96,81.71,2025-01-30,2026-01-30,0,0,MEDIO
7255,7587,CR024,404.7,404.7,151.78,20.23,2026-08-01,2027-08-01,29,12,ALTO
7256,9815,CR022,2662.52,2662.52,1912.66,133.13,2026-04-04,2027-04-04,0,8,MEDIO
7257,9799,CR001,33048.86,33048.86,13979.61,550.81,2025-02-04,2030-02-04,0,42,
7258,2039,CR001,548.46,548.46,298.1,9.14,2024-09-13,2029-09-13,0,37,ALTO
7259,445,CR020,1596.76,1596.76,539.39,79.84,2026-07-27,2027-07-27,0,11,MEDIO
7260,1797,CR011,2878.7,2878.7,2045.63,143.94,2022-04-20,2023-04-20,0,0,MEDIO
7261,9216,CR012,48182.29,48182.29,15365.03,2409.11,2026-02-06,2027-02-06,0,6,BAJO
7262,8388,CR023,6326.89,6326.89,2881.64,316.34,2025-03-06,2026-03-06,0,0,BAJO
7263,7759,CR023,1198.86,1198.86,139.58,59.94,2026-06-03,2027-06-03,0,10,ALTO
7264,1433,CR004,3743.86,3743.86,2650.88,155.99,2024-11-25,2026-11-25,0,3,MEDIO
7265,2619,CR007,1409.17,1409.17,735.76,39.14,2022-08-29,2025-08-29,0,0,ALTO
7266,7245,CR001,15037.47,15037.47,6274.45,250.62,2024-10-24,2029-10-24,0,38,MEDIO
7267,7949,CR025,5610.16,5610.16,3701.29,280.51,2026-02-07,2027-02-07,0,6,MEDIO
7268,671,CR017,8072.58,8072.58,709.45,403.63,2019-10-10,2020-10-10,0,0,BAJO
7269,8315,CR005,25431.48,25431.48,13837.44,302.76,2019-10-23,2026-10-23,0,2,BAJO
7270,3920,CR011,780.54,780.54,276.27,39.03,2024-12-09,2025-12-09,18,0,ALTO
7271,4185,CR019,900.54,900.54,241.51,45.03,2026-07-04,2027-07-04,0,11,ALTO
7272,2314,CR022,1779.63,1623.61,1135.21,81.18,2025-07-28,2026-07-28,0,0,ALTO
7273,3054,CR017,1236.64,1236.64,102.37,61.83,2025-10-14,2026-10-14,0,2,MEDIO
7274,2039,CR018,1661.22,1661.22,585.78,83.06,2023-03-27,2024-03-27,26,0,ALTO
7275,8101,CR016,2189.91,2189.91,1570.79,109.5,2017-05-12,2018-05-12,0,0,ALTO
7276,972,CR011,8172.02,8172.02,5353.78,408.6,2025-10-06,2026-10-06,0,2,MEDIO
7277,1489,CR016,4562.62,4562.62,1024.22,228.13,2022-03-05,2023-03-05,0,0,MEDIO
7278,8206,CR006,3920.26,3920.26,1512.34,46.67,2024-11-05,2031-11-05,28,63,ALTO
7279,7971,CR020,1011.38,1011.38,112.26,50.57,2022-12-29,2023-12-29,0,0,MEDIO
7280,6314,CR015,521.73,521.73,79.66,26.09,2020-04-01,2021-04-01,0,0,ALTO
7281,1733,CR005,1705.23,1705.23,638.66,20.3,2024-04-20,2031-04-20,0,56,MEDIO
7282,5536,CR022,1689.2,1689.2,1042.69,84.46,2026-02-25,2027-02-25,0,6,ALTO
7283,4018,CR024,11992.34,11992.34,3035.83,599.62,2020-10-21,2021-10-21,0,0,
7284,9925,CR013,1854.42,1854.42,583.92,92.72,2026-06-05,2027-06-05,11,10,MEDIO
7285,2173,CR019,8991.44,8991.44,4397.64,449.57,2023-05-19,2024-05-19,0,0,BAJO
7286,9724,CR009,2101.87,2101.87,1264.2,35.03,2026-05-28,2031-05-28,0,57,ALTO
7287,7196,CR005,67590.04,67590.04,42085.73,804.64,2019-01-20,2026-01-20,0,0,BAJO
7288,4733,CR016,13760.59,13760.59,5309.2,688.03,2019-06-20,2020-06-20,0,0,BAJO
7289,5911,CR014,4616.53,4616.53,2360.67,230.83,2020-01-05,2021-01-05,57,0,ALTO
7290,1654,CR010,1252.64,1252.64,548.17,62.63,2025-09-05,2026-09-05,0,1,ALTO
7291,4791,CR024,840.94,840.94,378.93,42.05,2026-07-20,2027-07-20,0,11,ALTO
7292,6454,CR010,1447.27,1447.27,623.81,72.36,2025-09-18,2026-09-18,9,1,ALTO
7293,1347,CR016,9499.04,9499.04,4720.68,474.95,2018-12-20,2019-12-20,0,0,MEDIO
7294,3667,CR025,4621.2,4621.2,2057.36,231.06,2025-11-30,2026-11-30,0,3,MEDIO
7295,3517,CR016,1712.23,1712.23,1365.27,85.61,2025-09-24,2026-09-24,0,1,ALTO
7296,1999,CR012,1128.4,1128.4,898.94,56.42,2022-09-15,2023-09-15,0,0,ALTO
7297,25,CR023,646.06,646.06,79.76,32.3,2021-12-17,2022-12-17,0,0,MEDIO
7298,4719,CR016,3962.11,3962.11,2157.37,198.11,2026-06-09,2027-06-09,32,10,ALTO
7299,1128,CR020,1121.13,1121.13,623.45,56.06,2026-03-30,2027-03-30,0,7,ALTO
7300,7039,CR008,58059.75,58059.75,30206.2,806.39,2026-01-26,2032-01-26,0,65,BAJO
7301,8021,CR015,1024.34,850.48,626.85,42.52,2019-06-29,2020-06-29,0,0,ALTO
7302,3100,CR021,13520.48,13520.48,5388.91,676.02,2025-05-15,2026-05-15,26,0,MEDIO
7303,6801,CR008,1216.03,1216.03,961.71,16.89,2024-07-03,2030-07-03,0,47,ALTO
7304,6055,CR004,3772.67,3772.67,1784.25,157.19,2025-10-05,2027-10-05,0,14,ALTO
7305,9477,CR017,9812.67,9812.67,1224.46,490.63,2025-04-13,2026-04-13,0,0,MEDIO
7306,9858,CR020,759.46,759.46,442.83,37.97,2026-02-08,2027-02-08,0,6,ALTO
7307,3853,CR010,837.26,837.26,167.75,41.86,2020-04-24,2021-04-24,0,0,ALTO
7308,9638,CR024,5935.44,5131.11,1348.68,256.56,2026-01-06,2027-01-06,0,5,MEDIO
7309,7435,CR023,9185.49,9185.49,2322.01,459.27,2019-12-06,2020-12-06,0,0,BAJO
7310,9259,CR022,19321.3,19321.3,3805.93,966.07,2020-12-24,2021-12-24,0,0,BAJO
7311,524,CR001,14193.63,14193.63,4714.2,236.56,2026-03-26,2031-03-26,0,55,MEDIO
7312,3630,CR005,1820.26,1820.26,1178.18,21.67,2025-03-07,2032-03-07,0,67,ALTO
7313,8159,CR025,7764.36,7764.36,5274.0,388.22,2021-03-27,2022-03-27,0,0,BAJO
7314,466,CR016,797.08,797.08,410.15,39.85,2024-11-26,2025-11-26,0,0,ALTO
7315,8843,CR019,13180.09,13180.09,3657.03,659.0,2024-11-16,2025-11-16,0,0,BAJO
7316,1827,CR019,7935.57,7935.57,1365.92,396.78,2022-06-16,2023-06-16,0,0,MEDIO
7317,4604,CR010,2128.63,2128.63,1017.28,106.43,2025-06-17,2026-06-17,0,0,ALTO
7318,1264,CR012,4003.42,3362.86,1866.16,168.14,2023-01-24,2024-01-24,49,0,ALTO
7319,8303,CR019,906.63,906.63,736.34,45.33,2021-08-23,2022-08-23,2,0,ALTO
7320,8764,CR002,5789.61,5789.61,2316.29,80.41,2019-04-23,2025-04-23,0,0,BAJO
7321,6388,CR002,6757.01,6757.01,1035.25,93.85,2018-08-21,2024-08-21,0,0,MEDIO
7322,7723,CR012,3644.76,2929.21,1744.62,146.46,2022-03-08,2023-03-08,25,0,MEDIO
7323,7725,CR010,1097.89,1097.89,770.48,54.89,2021-03-21,2022-03-21,121,0,CRITICO
7324,7390,CR021,6902.26,6902.26,4496.45,345.11,2026-07-07,2027-07-07,0,11,MEDIO
7325,5999,CR017,26863.29,26863.29,4896.32,1343.16,2026-07-18,2027-07-18,0,11,BAJO
7326,2852,CR019,1668.38,1668.38,1312.59,83.42,2025-09-09,2026-09-09,0,1,
7327,7776,CR005,9953.05,9953.05,4389.01,118.49,2026-06-01,2033-06-01,0,82,BAJO
7328,513,CR024,7222.95,6766.58,1114.21,338.33,2020-07-07,2021-07-07,0,0,MEDIO
7329,7220,CR001,2133.18,2133.18,997.79,35.55,2023-04-24,2028-04-24,0,20,ALTO
7330,2858,CR022,4102.6,4102.6,1208.24,205.13,2024-04-25,2025-04-25,0,0,MEDIO
7331,6445,CR011,9676.05,9676.05,2098.78,483.8,2023-10-05,2024-10-05,0,0,MEDIO
7332,1260,CR014,40047.76,40047.76,13194.0,2002.39,2024-12-17,2025-12-17,27,0,MEDIO
7333,6306,CR011,4577.15,4466.52,3343.09,223.33,2020-10-28,2021-10-28,0,0,MEDIO
7334,7225,CR006,4946.76,4946.76,1671.91,58.89,2026-05-13,2033-05-13,0,81,ALTO
7335,2060,CR006,2342.05,2342.05,651.32,27.88,2022-11-21,2029-11-21,0,39,ALTO
7336,7213,CR019,320.17,320.17,121.2,16.01,2023-06-26,2024-06-26,55,0,ALTO
7337,2797,CR023,373.5,373.5,295.32,18.68,2026-02-22,2027-02-22,0,6,ALTO
7338,6001,CR010,2010.72,2010.72,827.84,100.54,2020-05-06,2021-05-06,0,0,
7339,6524,CR002,84730.2,84730.2,36746.01,1176.81,2026-07-23,2032-07-23,0,71,BAJO
7340,7960,CR008,6036.42,6036.42,4131.35,83.84,2021-03-02,2027-03-02,0,7,
7341,3843,CR019,5617.89,5617.89,3407.91,280.89,2021-08-04,2022-08-04,0,0,MEDIO
7342,5210,CR009,4152.98,4152.98,2315.05,69.22,2021-07-14,2026-07-14,0,0,ALTO
7343,4279,CR007,4282.78,4282.78,1550.02,118.97,2020-05-03,2023-05-03,0,0,ALTO
7344,8980,CR001,2890.51,2890.51,1766.86,48.18,2023-04-01,2028-04-01,0,20,ALTO
7345,5772,CR017,7514.25,6621.26,3121.11,331.06,2023-04-11,2024-04-11,0,0,MEDIO
7346,6113,CR025,1341.98,1341.98,553.35,67.1,2024-07-29,2025-07-29,0,0,MEDIO
7347,2179,CR012,8135.56,7485.44,3871.08,374.27,2026-06-27,2027-06-27,129,10,CRITICO
7348,8687,CR006,16958.94,16958.94,13307.06,201.89,2025-12-27,2032-12-27,0,76,BAJO
7349,8651,CR011,3432.12,3432.12,2390.08,171.61,2026-02-01,2027-02-01,0,6,MEDIO
7350,7064,CR016,2816.02,2816.02,1221.27,140.8,2020-12-26,2021-12-26,0,0,MEDIO
7351,5465,CR017,10085.57,10085.57,6387.16,504.28,2021-01-25,2022-01-25,0,0,BAJO
7352,9755,CR009,10596.99,10596.99,8457.26,176.62,2024-12-29,2029-12-29,52,40,ALTO
7353,2601,CR010,1531.82,1531.82,253.86,76.59,2026-08-05,2027-08-05,0,12,ALTO
7354,5509,CR006,26490.85,26490.85,10087.51,315.37,2024-12-25,2031-12-25,24,64,MEDIO
7355,6032,CR020,1389.07,1389.07,652.33,69.45,2024-05-25,2025-05-25,0,0,ALTO
7356,7961,CR012,1630.99,1630.99,960.24,81.55,2021-03-17,2022-03-17,0,0,ALTO
7357,6165,CR003,8318.89,8318.89,5450.94,173.31,2020-10-13,2024-10-13,0,0,MEDIO
7358,4483,CR004,14326.67,14326.67,1332.48,596.94,2026-04-04,2028-04-04,0,20,MEDIO
7359,7003,CR016,1320.27,1153.45,689.19,57.67,2021-11-27,2022-11-27,0,0,
7360,8591,CR019,752.49,752.49,507.45,37.62,2020-10-22,2021-10-22,0,0,ALTO
7361,555,CR025,722.32,722.32,91.02,36.12,2016-11-17,2017-11-17,0,0,MEDIO
7362,4334,CR014,8834.53,8834.53,5740.37,441.73,2026-02-07,2027-02-07,0,6,MEDIO
7363,3836,CR016,4513.02,4513.02,2915.37,225.65,2024-08-24,2025-08-24,0,0,MEDIO
7364,7331,CR012,7267.32,7267.32,2352.61,363.37,2024-11-27,2025-11-27,33,0,ALTO
7365,6549,CR021,5655.55,5655.55,501.38,282.78,2021-06-08,2022-06-08,0,0,BAJO
7366,9739,CR023,1085.31,1085.31,566.85,54.27,2018-03-27,2019-03-27,0,0,MEDIO
7367,6525,CR013,8205.68,8205.68,430.18,410.28,2017-05-27,2018-05-27,0,0,MEDIO
7368,5550,CR008,4148.48,4148.48,271.77,57.62,2022-02-05,2028-02-05,0,18,ALTO
7369,102,CR005,3876.33,3876.33,1344.41,46.15,2024-04-01,2031-04-01,0,56,ALTO
7370,3575,CR020,2251.03,2251.03,1744.24,112.55,2025-10-05,2026-10-05,0,2,BAJO
7371,1256,CR025,1854.58,1854.58,880.4,92.73,2025-10-01,2026-10-01,0,2,ALTO
7372,4401,CR024,5528.13,5528.13,3531.36,276.41,2025-03-27,2026-03-27,44,0,ALTO
7373,7813,CR003,5594.99,4775.36,3073.48,99.49,2023-05-22,2027-05-22,0,9,MEDIO
7374,6973,CR008,17539.18,17539.18,8341.02,243.6,2025-01-03,2031-01-03,0,53,MEDIO
7375,4216,CR025,529.7,483.15,164.08,24.16,2023-12-14,2024-12-14,0,0,ALTO
7376,7089,CR015,12187.81,12187.81,8540.28,609.39,2026-07-23,2027-07-23,0,11,BAJO
7377,2555,CR011,1132.96,1132.96,334.37,56.65,2024-09-04,2025-09-04,0,0,ALTO
7378,2574,CR023,3652.49,3652.49,3033.12,182.62,2020-06-22,2021-06-22,22,0,
7379,2326,CR011,2584.58,2584.58,1477.05,129.23,2021-07-22,2022-07-22,0,0,MEDIO
7380,5658,CR020,18045.5,18045.5,14008.6,902.28,2025-08-27,2026-08-27,0,0,BAJO
7381,2267,CR014,4506.89,3759.17,1962.35,187.96,2025-10-24,2026-10-24,0,2,MEDIO
7382,4711,CR017,1606.58,1542.85,256.0,77.14,2018-03-31,2019-03-31,0,0,ALTO
7383,6564,CR003,3605.92,3605.92,466.61,75.12,2026-07-26,2030-07-26,0,47,MEDIO
7384,8586,CR014,6147.29,6147.29,1598.64,307.36,2025-09-27,2026-09-27,0,1,MEDIO
7385,8488,CR006,1300.49,1300.49,954.58,15.48,2023-08-08,2030-08-08,0,48,ALTO
7386,1013,CR002,4645.29,4645.29,341.28,64.52,2023-08-16,2029-08-16,0,36,ALTO
7387,9480,CR013,1543.55,1543.55,515.17,77.18,2023-10-13,2024-10-13,0,0,ALTO
7388,2567,CR023,15304.24,15304.24,7766.25,765.21,2025-02-01,2026-02-01,0,0,BAJO
7389,1149,CR021,370.66,370.66,133.91,18.53,2023-01-03,2024-01-03,0,0,MEDIO
7390,9755,CR011,9054.4,8912.42,2214.88,445.62,2025-03-12,2026-03-12,0,0,MEDIO
7391,4992,CR014,5409.21,5409.21,3577.74,270.46,2021-11-14,2022-11-14,0,0,MEDIO
7392,7377,CR004,2050.58,2050.58,997.63,85.44,2025-11-15,2027-11-15,0,15,ALTO
7393,2860,CR017,2772.3,2772.3,1766.63,138.62,2024-09-24,2025-09-24,0,0,ALTO
7394,2844,CR015,2418.78,2418.78,1451.81,120.94,2023-11-23,2024-11-23,0,0,ALTO
7395,4744,CR005,2748.29,2748.29,1560.88,32.72,2023-06-16,2030-06-16,179,46,CRITICO
7396,4508,CR021,2351.62,2351.62,391.53,117.58,2026-04-19,2027-04-19,0,8,MEDIO
7397,1641,CR010,4635.76,4635.76,2140.04,231.79,2026-06-17,2027-06-17,19,10,MEDIO
7398,3298,CR018,1983.11,1983.11,469.26,99.16,2021-07-29,2022-07-29,0,0,
7399,5455,CR024,10936.35,10936.35,1874.86,546.82,2023-10-08,2024-10-08,0,0,BAJO
7400,2171,CR025,1594.33,1594.33,1000.88,79.72,2024-05-10,2025-05-10,0,0,ALTO
7401,6039,CR010,7233.54,7233.54,5517.03,361.68,2025-01-10,2026-01-10,68,0,ALTO
7402,8965,CR001,55652.09,55652.09,19341.3,927.53,2024-02-29,2029-02-28,0,30,BAJO
7403,1278,CR012,2179.98,2179.98,617.0,109.0,2022-08-16,2023-08-16,0,0,MEDIO
7404,1461,CR004,96268.02,96268.02,50784.39,4011.17,2026-08-07,2028-08-07,0,24,BAJO
7405,2520,CR007,811.1,811.1,85.15,22.53,2022-05-15,2025-05-15,0,0,ALTO
7406,5869,CR018,4775.88,4775.88,2305.04,238.79,2026-03-04,2027-03-04,0,7,MEDIO
7407,1052,CR013,1004.98,1004.98,328.47,50.25,2026-04-12,2027-04-12,0,8,ALTO
7408,7196,CR024,32110.06,32110.06,20931.25,1605.5,2018-12-12,2019-12-12,0,0,BAJO
7409,1055,CR002,3449.92,3449.92,251.23,47.92,2026-04-15,2032-04-15,0,68,MEDIO
7410,9475,CR009,1827.05,1827.05,400.06,30.45,2024-04-03,2029-04-03,0,32,ALTO
7411,232,CR022,937.62,937.62,499.22,46.88,2022-10-06,2023-10-06,0,0,MEDIO
7412,3092,CR018,314.49,314.49,62.35,15.72,2026-02-13,2027-02-13,0,6,ALTO
7413,2703,CR013,22147.79,22147.79,2776.08,1107.39,2024-11-17,2025-11-17,0,0,MEDIO
7414,5070,CR008,856.22,856.22,426.01,11.89,2021-04-21,2027-04-21,0,8,MEDIO
7415,7795,CR003,9144.82,9144.82,6596.87,190.52,2019-03-31,2023-03-31,0,0,MEDIO
7416,2196,CR019,10648.89,10648.89,7629.48,532.44,2022-08-07,2023-08-07,0,0,BAJO
7417,4609,CR007,12593.18,12593.18,6638.7,349.81,2026-01-11,2029-01-11,3,29,MEDIO
7418,4923,CR023,16690.56,16690.56,7858.76,834.53,2025-12-19,2026-12-19,30,4,MEDIO
7419,838,CR012,1830.76,1830.76,1176.94,91.54,2022-10-17,2023-10-17,0,0,MEDIO
7420,4798,CR016,2692.8,2692.8,1994.34,134.64,2021-04-29,2022-04-29,46,0,ALTO
7421,2654,CR021,818.81,818.81,670.14,40.94,2023-10-28,2024-10-28,48,0,ALTO
7422,8900,CR006,1342.11,1342.11,364.15,15.98,2025-02-28,2032-02-28,0,66,ALTO
7423,4581,CR005,6831.79,6831.79,3472.7,81.33,2025-12-03,2032-12-03,0,76,MEDIO
7424,1941,CR004,88053.39,88053.39,57248.54,3668.89,2024-10-12,2026-10-12,0,2,BAJO
7425,6091,CR007,3046.42,3046.42,1158.06,84.62,2019-10-08,2022-10-08,0,0,ALTO
7426,8953,CR013,5690.36,5690.36,1038.74,284.52,2026-08-02,2027-08-02,0,12,MEDIO
7427,3522,CR008,3049.33,3049.33,1688.58,42.35,2019-03-04,2025-03-04,0,0,MEDIO
7428,2095,CR021,12156.91,12156.91,8455.02,607.85,2022-08-10,2023-08-10,0,0,BAJO
7429,3004,CR021,927.7,927.7,619.25,46.39,2023-11-01,2024-11-01,16,0,ALTO
7430,3575,CR004,7635.66,7635.66,4501.56,318.15,2026-02-23,2028-02-23,0,18,BAJO
7431,8020,CR002,6845.2,6436.11,2016.38,89.39,2019-08-01,2025-08-01,0,0,MEDIO
7432,8037,CR008,3501.66,3501.66,2516.68,48.63,2019-05-03,2025-05-03,0,0,ALTO
7433,9227,CR021,599.81,599.81,169.01,29.99,2021-12-06,2022-12-06,0,0,ALTO
7434,3610,CR018,4972.83,4972.83,503.89,248.64,2024-09-24,2025-09-24,0,0,MEDIO
7435,5303,CR022,7304.07,7304.07,4094.97,365.2,2026-03-19,2027-03-19,0,7,MEDIO
7436,1374,CR002,4612.92,4612.92,2899.0,64.07,2023-10-23,2029-10-23,0,38,ALTO
7437,2853,CR011,6032.53,6032.53,2222.37,301.63,2026-02-27,2027-02-27,0,6,BAJO
7438,4598,CR007,3529.92,3529.92,2207.73,98.05,2018-10-24,2021-10-24,0,0,ALTO
7439,4,CR021,1319.09,1319.09,593.79,65.95,2026-04-06,2027-04-06,0,8,ALTO
7440,7793,CR018,798.54,798.54,101.55,39.93,2025-12-21,2026-12-21,0,4,MEDIO
7441,3642,CR013,2143.27,2143.27,813.77,107.16,2021-06-27,2022-06-27,0,0,ALTO
7442,5796,CR002,44806.6,44806.6,33601.54,622.31,2024-09-23,2030-09-23,0,49,BAJO
7443,2105,CR024,1229.09,1155.67,804.24,57.78,2025-05-13,2026-05-13,0,0,
7444,4773,CR003,11305.57,11305.57,7059.11,235.53,2021-10-01,2025-10-01,0,0,BAJO
7445,1373,CR003,1939.29,1939.29,1499.52,40.4,2025-07-05,2029-07-05,0,35,MEDIO
7446,2788,CR013,21227.77,21227.77,12469.78,1061.39,2025-11-04,2026-11-04,0,3,
7447,161,CR023,3473.17,2943.39,1780.1,147.17,2026-07-19,2027-07-19,0,11,MEDIO
7448,9009,CR011,9068.78,9068.78,6024.97,453.44,2026-07-11,2027-07-11,0,11,MEDIO
7449,6537,CR003,1396.72,1396.72,321.72,29.1,2026-06-27,2030-06-27,0,46,MEDIO
7450,8447,CR015,696.34,696.34,202.62,34.82,2025-01-20,2026-01-20,0,0,ALTO
7451,4440,CR010,2809.36,2809.36,756.25,140.47,2020-02-25,2021-02-25,0,0,MEDIO
7452,5521,CR022,1597.62,1502.14,986.21,75.11,2026-04-28,2027-04-28,34,8,ALTO
7453,4809,CR014,2554.57,2554.57,1061.38,127.73,2022-10-15,2023-10-15,17,0,ALTO
7454,6577,CR008,1402.88,1402.88,896.37,19.48,2021-06-06,2027-06-06,0,10,ALTO
7455,3969,CR023,28671.04,28671.04,11396.73,1433.55,2022-06-26,2023-06-26,0,0,BAJO
7456,8285,CR013,1509.66,1509.66,1101.65,75.48,2024-03-08,2025-03-08,0,0,ALTO
7457,5515,CR001,2554.18,2250.9,1468.5,37.52,2023-05-30,2028-05-30,49,21,ALTO
7458,5852,CR001,35468.18,35468.18,27006.5,591.14,2023-09-29,2028-09-29,0,25,BAJO
7459,6896,CR017,19244.23,19244.23,11978.24,962.21,2025-05-28,2026-05-28,0,0,BAJO
7460,4173,CR016,4898.0,4898.0,2715.28,244.9,2023-09-13,2024-09-13,0,0,
7461,230,CR022,6515.35,6515.35,1711.26,325.77,2025-07-08,2026-07-08,0,0,
7462,3447,CR011,7081.47,7081.47,5037.76,354.07,2025-07-10,2026-07-10,0,0,MEDIO
7463,9047,CR022,1466.88,1466.88,499.63,73.34,2022-11-07,2023-11-07,0,0,MEDIO
7464,3551,CR017,9211.71,9211.71,4479.6,460.59,2026-07-18,2027-07-18,0,11,MEDIO
7465,2378,CR016,11218.35,11218.35,5264.48,560.92,2026-06-22,2027-06-22,0,10,
7466,1734,CR020,5205.72,5205.72,1558.35,260.29,2017-03-21,2018-03-21,0,0,MEDIO
7467,1595,CR017,9685.69,9685.69,5892.3,484.28,2024-02-19,2025-02-19,0,0,MEDIO
7468,1681,CR017,579.96,579.96,167.93,29.0,2024-11-09,2025-11-09,0,0,MEDIO
7469,2051,CR005,2351.74,2351.74,344.58,28.0,2026-02-19,2033-02-19,0,78,ALTO
7470,8493,CR020,3349.07,3349.07,2261.83,167.45,2026-05-13,2027-05-13,0,9,MEDIO
7471,7152,CR011,2484.07,2484.07,508.42,124.2,2024-05-31,2025-05-31,0,0,ALTO
7472,7552,CR010,1923.39,1923.39,1497.47,96.17,2021-09-18,2022-09-18,0,0,ALTO
7473,8011,CR022,7701.08,7701.08,2364.35,385.05,2025-12-14,2026-12-14,0,4,MEDIO
7474,4048,CR016,5961.51,5961.51,2206.63,298.08,2025-10-25,2026-10-25,29,2,MEDIO
7475,7165,CR025,7264.67,7264.67,1531.93,363.23,2022-05-20,2023-05-20,0,0,MEDIO
